province_index,province_id,red,green,blue,local_name,common_name,old_imperial_name,religious_name,enemy_name,region_id,controller,terrain,biome,terrain_feature,primary_resource,road_level,port_level,fort_level,mana_site_level,strategic_value,center_x,center_y,pixel_area,is_seed_frontier
280,PROV_CAIRN_MARCH_118,172,69,222,Winter Hold,Winter Hold,Outer Record 118,Cairn March Shrine 118,Winter Hold Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,65,539.68,625.74,4422,no
281,PROV_CAIRN_MARCH_119,114,148,75,Bog Mire,Bog Mire,Outer Record 119,Cairn March Shrine 119,Bog Mire Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,68,601.97,629.74,3317,no
282,PROV_CAIRN_MARCH_120,56,226,184,Stonewake Fort,Stonewake Fort,Outer Record 120,Cairn March Shrine 120,Stonewake Fort Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,71,648.39,638.61,3956,no
283,PROV_CAIRN_MARCH_121,255,49,37,Kaern Hill,Kaern Hill,Outer Record 121,Cairn March Shrine 121,Kaern Hill Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,72,706.06,623.98,2498,no
284,PROV_CAIRN_MARCH_122,197,127,146,Orven Wake,Orven Wake,Outer Record 122,Cairn March Shrine 122,Orven Wake Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,78,776.95,635.1,4593,no
285,PROV_CAIRN_MARCH_123,139,205,255,Cairn Fell,Cairn Fell,Outer Record 123,Cairn March Shrine 123,Cairn Fell Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,iron_hills,mountain,iron_hills,IRON,2,0,3,0,85,844.76,635.21,3545,no
286,PROV_CAIRN_MARCH_124,82,28,108,Red Gate,Red Gate,Outer Record 124,Cairn March Shrine 124,Red Gate Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,iron_hills,mountain,iron_hills,IRON,2,0,3,0,88,907.73,630.24,3520,no
287,PROV_CAIRN_MARCH_125,24,106,217,Chain Bog,Chain Bog,Outer Record 125,Cairn March Shrine 125,Chain Bog Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,iron_hills,mountain,iron_hills,IRON,2,0,3,0,84,969.7,623.9,2745,no
288,PROV_CAIRN_MARCH_126,222,185,70,Hearth Cairn,Hearth Cairn,Outer Record 126,Cairn March Shrine 126,Hearth Cairn Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,iron_hills,mountain,iron_hills,IRON,2,0,3,0,80,1023.45,637.39,4322,no
289,PROV_CAIRN_MARCH_127,165,7,179,Frost Hearth,Frost Hearth,Outer Record 127,Cairn March Shrine 127,Frost Hearth Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,iron_hills,mountain,iron_hills,IRON,2,0,3,0,81,1075.97,615.75,3589,no
290,PROV_CAIRN_MARCH_128,107,86,32,Winter Hold,Winter Hold,Outer Record 128,Cairn March Shrine 128,Winter Hold Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,iron_hills,mountain,iron_hills,IRON,2,0,3,0,82,1132.18,636.2,2751,no
291,PROV_CAIRN_MARCH_129,49,164,141,Bog Mire,Bog Mire,Outer Record 129,Cairn March Shrine 129,Bog Mire Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,65,542.33,686.0,3886,no
292,PROV_CAIRN_MARCH_130,247,242,250,Stonewake Fort,Stonewake Fort,Outer Record 130,Cairn March Shrine 130,Stonewake Fort Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,70,608.45,694.37,3841,no
293,PROV_CAIRN_MARCH_131,190,65,103,Kaern Hill,Kaern Hill,Outer Record 131,Cairn March Shrine 131,Kaern Hill Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,78,713.06,673.69,4388,no
294,PROV_CAIRN_MARCH_132,132,143,212,Orven Wake,Orven Wake,Outer Record 132,Cairn March Shrine 132,Orven Wake Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,iron_hills,mountain,iron_hills,IRON,2,0,3,0,85,826.14,670.74,1737,no
295,PROV_CAIRN_MARCH_133,74,222,65,Cairn Fell,Cairn Fell,Outer Record 133,Cairn March Shrine 133,Cairn Fell Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,76,888.76,687.77,3174,no
296,PROV_CAIRN_MARCH_134,17,44,174,Red Gate,Red Gate,Outer Record 134,Cairn March Shrine 134,Red Gate Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,78,958.02,670.03,2537,no
297,PROV_TALUUN_STEPPE_001,215,123,27,Taluun Bend,Taluun Bend,Outer Record 001,Taluun Steppe Shrine 001,Taluun Bend Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,57,2156.16,56.98,2205,no
298,PROV_TALUUN_STEPPE_002,157,201,136,Mare Field,Mare Field,Outer Record 002,Taluun Steppe Shrine 002,Mare Field Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,56,2468.89,48.42,2930,no
299,PROV_TALUUN_STEPPE_003,100,23,245,Nine Kurgan,Nine Kurgan,Outer Record 003,Taluun Steppe Shrine 003,Nine Kurgan Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,56,2545.44,62.15,5347,no
300,PROV_TALUUN_STEPPE_004,42,102,98,Boru Herd,Boru Herd,Outer Record 004,Taluun Steppe Shrine 004,Boru Herd Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,57,2994.85,34.4,5709,no
301,PROV_TALUUN_STEPPE_005,240,180,207,Saddle Camp,Saddle Camp,Outer Record 005,Taluun Steppe Shrine 005,Saddle Camp Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,60,2367.04,118.58,8132,no
302,PROV_TALUUN_STEPPE_006,183,3,60,Reed Ring,Reed Ring,Outer Record 006,Taluun Steppe Shrine 006,Reed Ring Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,57,2656.96,94.58,12040,no
303,PROV_TALUUN_STEPPE_007,125,81,169,Aru Market,Aru Market,Outer Record 007,Taluun Steppe Shrine 007,Aru Market Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,57,2976.36,96.06,4108,no
304,PROV_TALUUN_STEPPE_008,67,160,22,Wind Ford,Wind Ford,Outer Record 008,Taluun Steppe Shrine 008,Wind Ford Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,58,3032.36,112.23,4357,no
305,PROV_TALUUN_STEPPE_009,9,238,131,Kessa Pasture,Kessa Pasture,Outer Record 009,Taluun Steppe Shrine 009,Kessa Pasture Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,62,2069.19,192.09,7194,no
306,PROV_TALUUN_STEPPE_010,208,60,240,White Reed,White Reed,Outer Record 010,Taluun Steppe Shrine 010,White Reed Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,63,2140.84,196.32,7953,no
307,PROV_TALUUN_STEPPE_011,150,139,93,Taluun Bend,Taluun Bend,Outer Record 011,Taluun Steppe Shrine 011,Taluun Bend Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,63,2211.19,182.2,7359,no
308,PROV_TALUUN_STEPPE_012,92,217,202,Mare Field,Mare Field,Outer Record 012,Taluun Steppe Shrine 012,Mare Field Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,64,2301.98,160.82,5573,no
309,PROV_TALUUN_STEPPE_013,35,40,55,Nine Kurgan,Nine Kurgan,Outer Record 013,Taluun Steppe Shrine 013,Nine Kurgan Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,72,2399.91,178.31,3813,no
310,PROV_TALUUN_STEPPE_014,233,118,164,Boru Herd,Boru Herd,Outer Record 014,Taluun Steppe Shrine 014,Boru Herd Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,60,2467.21,172.1,7682,no
311,PROV_TALUUN_STEPPE_015,175,197,17,Saddle Camp,Saddle Camp,Outer Record 015,Taluun Steppe Shrine 015,Saddle Camp Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,56,2569.48,184.84,7249,no
312,PROV_TALUUN_STEPPE_016,118,19,126,Reed Ring,Reed Ring,Outer Record 016,Taluun Steppe Shrine 016,Reed Ring Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,56,2726.97,184.06,8112,no
313,PROV_TALUUN_STEPPE_017,60,97,235,Aru Market,Aru Market,Outer Record 017,Taluun Steppe Shrine 017,Aru Market Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,57,2803.09,199.91,7132,no
314,PROV_TALUUN_STEPPE_018,2,176,88,Wind Ford,Wind Ford,Outer Record 018,Taluun Steppe Shrine 018,Wind Ford Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,57,2880.75,202.15,8550,no
315,PROV_TALUUN_STEPPE_019,200,254,197,Kessa Pasture,Kessa Pasture,Outer Record 019,Taluun Steppe Shrine 019,Kessa Pasture Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,58,2970.89,184.22,6729,no
316,PROV_TALUUN_STEPPE_020,143,77,50,White Reed,White Reed,Outer Record 020,Taluun Steppe Shrine 020,White Reed Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,61,3043.87,189.47,5198,no
317,PROV_TALUUN_STEPPE_021,85,155,159,Taluun Bend,Taluun Bend,Outer Record 021,Taluun Steppe Shrine 021,Taluun Bend Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,69,2037.22,293.51,7898,no
318,PROV_TALUUN_STEPPE_022,27,234,12,Mare Field,Mare Field,Outer Record 022,Taluun Steppe Shrine 022,Mare Field Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,74,2115.63,286.61,6359,no
319,PROV_TALUUN_STEPPE_023,226,56,121,Nine Kurgan,Nine Kurgan,Outer Record 023,Taluun Steppe Shrine 023,Nine Kurgan Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,68,2413.29,263.48,6197,no
320,PROV_TALUUN_STEPPE_024,168,134,230,Boru Herd,Boru Herd,Outer Record 024,Taluun Steppe Shrine 024,Boru Herd Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,63,2491.3,263.99,7167,no
321,PROV_TALUUN_STEPPE_025,110,213,83,Saddle Camp,Saddle Camp,Outer Record 025,Taluun Steppe Shrine 025,Saddle Camp Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,61,2586.45,262.42,7721,no
322,PROV_TALUUN_STEPPE_026,53,35,192,Reed Ring,Reed Ring,Outer Record 026,Taluun Steppe Shrine 026,Reed Ring Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,62,2653.15,282.42,6086,no
323,PROV_TALUUN_STEPPE_027,251,114,45,Aru Market,Aru Market,Outer Record 027,Taluun Steppe Shrine 027,Aru Market Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,60,2711.36,287.94,6158,no
324,PROV_TALUUN_STEPPE_028,193,192,154,Wind Ford,Wind Ford,Outer Record 028,Taluun Steppe Shrine 028,Wind Ford Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,61,2784.76,282.31,7111,no
325,PROV_TALUUN_STEPPE_029,136,15,7,Kessa Pasture,Kessa Pasture,Outer Record 029,Taluun Steppe Shrine 029,Kessa Pasture Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,60,2886.76,280.69,6607,no
326,PROV_TALUUN_STEPPE_030,78,93,116,White Reed,White Reed,Outer Record 030,Taluun Steppe Shrine 030,White Reed Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,63,3004.6,279.06,13235,no
327,PROV_TALUUN_STEPPE_031,20,171,225,Taluun Bend,Taluun Bend,Outer Record 031,Taluun Steppe Shrine 031,Taluun Bend Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,68,1986.14,374.86,7337,no
328,PROV_TALUUN_STEPPE_032,218,250,78,Mare Field,Mare Field,Outer Record 032,Taluun Steppe Shrine 032,Mare Field Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,69,2064.22,376.14,5433,no
329,PROV_TALUUN_STEPPE_033,161,72,187,Nine Kurgan,Nine Kurgan,Outer Record 033,Taluun Steppe Shrine 033,Nine Kurgan Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,77,2138.76,357.4,5421,no
330,PROV_TALUUN_STEPPE_034,103,151,40,Boru Herd,Boru Herd,Outer Record 034,Taluun Steppe Shrine 034,Boru Herd Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,68,2401.61,352.72,9154,no
331,PROV_TALUUN_STEPPE_035,45,229,149,Saddle Camp,Saddle Camp,Outer Record 035,Taluun Steppe Shrine 035,Saddle Camp Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,68,2494.14,350.29,6803,no
332,PROV_TALUUN_STEPPE_036,244,52,2,Reed Ring,Reed Ring,Outer Record 036,Taluun Steppe Shrine 036,Reed Ring Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,69,2566.73,347.25,6989,no
333,PROV_TALUUN_STEPPE_037,186,130,111,Aru Market,Aru Market,Outer Record 037,Taluun Steppe Shrine 037,Aru Market Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,74,2645.05,365.22,6060,no
334,PROV_TALUUN_STEPPE_038,128,208,220,Wind Ford,Wind Ford,Outer Record 038,Taluun Steppe Shrine 038,Wind Ford Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,69,2746.81,365.0,5572,no
335,PROV_TALUUN_STEPPE_039,71,31,73,Kessa Pasture,Kessa Pasture,Outer Record 039,Taluun Steppe Shrine 039,Kessa Pasture Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,66,2826.58,367.25,6610,no
336,PROV_TALUUN_STEPPE_040,13,109,182,White Reed,White Reed,Outer Record 040,Taluun Steppe Shrine 040,White Reed Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,64,2890.6,348.98,5743,no
337,PROV_TALUUN_STEPPE_041,211,188,35,Taluun Bend,Taluun Bend,Outer Record 041,Taluun Steppe Shrine 041,Taluun Bend Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,65,2969.82,365.42,9096,no
338,PROV_TALUUN_STEPPE_042,154,10,144,Mare Field,Mare Field,Outer Record 042,Taluun Steppe Shrine 042,Mare Field Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,69,2044.95,441.89,6051,no
339,PROV_TALUUN_STEPPE_043,96,88,253,Nine Kurgan,Nine Kurgan,Outer Record 043,Taluun Steppe Shrine 043,Nine Kurgan Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,72,2133.62,431.03,5267,no
340,PROV_TALUUN_STEPPE_044,38,167,106,Boru Herd,Boru Herd,Outer Record 044,Taluun Steppe Shrine 044,Boru Herd Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,68,2477.07,440.02,9843,no
341,PROV_TALUUN_STEPPE_045,236,245,215,Saddle Camp,Saddle Camp,Outer Record 045,Taluun Steppe Shrine 045,Saddle Camp Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,68,2566.7,465.52,11626,no
342,PROV_TALUUN_STEPPE_046,179,68,68,Reed Ring,Reed Ring,Outer Record 046,Taluun Steppe Shrine 046,Reed Ring Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,78,2710.23,418.56,4671,no
343,PROV_TALUUN_STEPPE_047,121,146,177,Aru Market,Aru Market,Outer Record 047,Taluun Steppe Shrine 047,Aru Market Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,73,2791.18,426.01,4590,no
344,PROV_TALUUN_STEPPE_048,63,225,30,Wind Ford,Wind Ford,Outer Record 048,Taluun Steppe Shrine 048,Wind Ford Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,72,2885.82,456.5,6017,no
345,PROV_TALUUN_STEPPE_049,6,47,139,Kessa Pasture,Kessa Pasture,Outer Record 049,Taluun Steppe Shrine 049,Kessa Pasture Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,68,2955.48,444.75,6839,no
346,PROV_TALUUN_STEPPE_050,204,125,248,White Reed,White Reed,Outer Record 050,Taluun Steppe Shrine 050,White Reed Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,66,3040.62,416.83,7498,no
347,PROV_TALUUN_STEPPE_051,146,204,101,Taluun Bend,Taluun Bend,Outer Record 051,Taluun Steppe Shrine 051,Taluun Bend Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,66,1994.05,501.99,5654,no
348,PROV_TALUUN_STEPPE_052,89,26,210,Mare Field,Mare Field,Outer Record 052,Taluun Steppe Shrine 052,Mare Field Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,69,2064.42,493.21,2604,no
349,PROV_TALUUN_STEPPE_053,31,105,63,Nine Kurgan,Nine Kurgan,Outer Record 053,Taluun Steppe Shrine 053,Nine Kurgan Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,70,2125.58,489.17,2968,no
350,PROV_TALUUN_STEPPE_054,229,183,172,Boru Herd,Boru Herd,Outer Record 054,Taluun Steppe Shrine 054,Boru Herd Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,65,2418.94,534.02,7405,no
351,PROV_TALUUN_STEPPE_055,172,6,25,Saddle Camp,Saddle Camp,Outer Record 055,Taluun Steppe Shrine 055,Saddle Camp Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,67,2699.83,510.28,10204,no
352,PROV_TALUUN_STEPPE_056,114,84,134,Reed Ring,Reed Ring,Outer Record 056,Taluun Steppe Shrine 056,Reed Ring Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,69,2787.97,531.65,5283,no
353,PROV_TALUUN_STEPPE_057,56,162,243,Aru Market,Aru Market,Outer Record 057,Taluun Steppe Shrine 057,Aru Market Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,75,2959.67,518.48,3473,no
354,PROV_TALUUN_STEPPE_058,254,241,96,Wind Ford,Wind Ford,Outer Record 058,Taluun Steppe Shrine 058,Wind Ford Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,70,3029.01,511.89,6176,no
355,PROV_TALUUN_STEPPE_059,197,63,205,Kessa Pasture,Kessa Pasture,Outer Record 059,Taluun Steppe Shrine 059,Kessa Pasture Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,62,2369.72,612.4,7108,no
356,PROV_TALUUN_STEPPE_060,139,142,58,White Reed,White Reed,Outer Record 060,Taluun Steppe Shrine 060,White Reed Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,63,2806.82,599.43,7192,no
357,PROV_TALUUN_STEPPE_061,81,220,167,Taluun Bend,Taluun Bend,Outer Record 061,Taluun Steppe Shrine 061,Taluun Bend Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,72,2875.38,604.62,5219,no
358,PROV_TALUUN_STEPPE_062,24,43,20,Mare Field,Mare Field,Outer Record 062,Taluun Steppe Shrine 062,Mare Field Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,77,3039.37,586.48,4022,no
359,PROV_TALUUN_STEPPE_063,222,121,129,Nine Kurgan,Nine Kurgan,Outer Record 063,Taluun Steppe Shrine 063,Nine Kurgan Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,63,2394.8,671.27,7178,no
360,PROV_TALUUN_STEPPE_064,164,199,238,Boru Herd,Boru Herd,Outer Record 064,Taluun Steppe Shrine 064,Boru Herd Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,66,2478.86,677.89,7719,no
361,PROV_TALUUN_STEPPE_065,107,22,91,Saddle Camp,Saddle Camp,Outer Record 065,Taluun Steppe Shrine 065,Saddle Camp Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,66,2562.97,693.74,8833,no
362,PROV_TALUUN_STEPPE_066,49,100,200,Reed Ring,Reed Ring,Outer Record 066,Taluun Steppe Shrine 066,Reed Ring Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,65,2657.23,692.35,7881,no
363,PROV_TALUUN_STEPPE_067,247,179,53,Aru Market,Aru Market,Outer Record 067,Taluun Steppe Shrine 067,Aru Market Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,64,2739.19,675.55,6398,no
364,PROV_TALUUN_STEPPE_068,190,1,162,Wind Ford,Wind Ford,Outer Record 068,Taluun Steppe Shrine 068,Wind Ford Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,71,2801.81,688.85,6188,no
365,PROV_TALUUN_STEPPE_069,132,80,15,Kessa Pasture,Kessa Pasture,Outer Record 069,Taluun Steppe Shrine 069,Kessa Pasture Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,77,2893.16,665.25,3858,no
366,PROV_TALUUN_STEPPE_070,74,158,124,White Reed,White Reed,Outer Record 070,Taluun Steppe Shrine 070,White Reed Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,62,2447.1,759.2,8944,no
367,PROV_TALUUN_STEPPE_071,16,236,233,Taluun Bend,Taluun Bend,Outer Record 071,Taluun Steppe Shrine 071,Taluun Bend Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,74,2536.53,786.27,6672,no
368,PROV_TALUUN_STEPPE_072,215,59,86,Mare Field,Mare Field,Outer Record 072,Taluun Steppe Shrine 072,Mare Field Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,mountain_pass,mountain,mountain_pass,HORSES,1,0,4,0,88,2710.06,749.56,4950,no
369,PROV_TALUUN_STEPPE_073,157,137,195,Nine Kurgan,Nine Kurgan,Outer Record 073,Taluun Steppe Shrine 073,Nine Kurgan Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,76,3031.56,777.41,5942,no
